Date,Rating,Review,User,Translated_Review,Manually_Labelled_Sentiment
12/8/2019,1,"Shopee is not a reliable online platform. After providing feedback about one seller, i still wrong as customer. Shopee side with seller not customer. The answer provided by Shopee support team is very standardised and brief. In between the emails, the Shopee forget my case. I complain about courier delivery but later talk above i complain selling price. I speechless. They don't care customer concern. I complain about how rude the seller when dealing delivery but Shopee keep on focus about the delivery is done n cannot change. The Shopee does not care how rude is the seller. Sometimes, i feel like i dealing with Robot Shopee.",HS Wong,"Shopee is not a reliable online platform. After providing feedback about one seller, i still wrong as customer. Shopee side with seller not customer. The answer provided by Shopee support team is very standardised and brief. In between the emails, the Shopee forget my case. I complain about courier delivery but later talk above i complain selling price. I speechless. They don't care customer concern. I complain about how rude the seller when dealing delivery but Shopee keep on focus about the delivery is done n cannot change. The Shopee does not care how rude is the seller. Sometimes, i feel like i dealing with Robot Shopee.",Negative
6/8/2019,1,"I made an account with Shopee the day before and tried using the new joiner's voucher but had trouble with it. I contacted customer service and not only was I accused of violating the terms and condition, but was also replied in a very rude way. First off i have no idea how i could've violated anything having owned my account for such a short period of time. After only my first email asking why i couldn't use my voucher, i was replied by such an ill-mannered employee who explicitly said ""your account is suspended. The decision is final."" and then proceeded to tell me tell me I've violated the Terms and Conditions in the same email and finally deciding to end my query, without me being able to ask any further questions or even send a replying email. 
Abruptly ending queries made by customers shows that they have no interest on working on consumer satisfaction, even when it takes as little effort as sending emails. Also, saying ""The decision is final."" is so audacious seeing as i was not even going to negotiate on my account being suspended, because why bother? There are tons of online shopping platforms way better than Shopee. 
Why would consumers ever want to support a platform that only cares about the needs of its advertisers and disregards people who actually ""funds"" their business. I would give zero stars if i could.",Asdfghjkl,"I made an account with Shopee the day before and tried using the new joiner's voucher but had trouble with it. I contacted customer service and not only was I accused of violating the terms and condition, but was also replied in a very rude way. First off i have no idea how i could've violated anything having owned my account for such a short period of time. After only my first email asking why i couldn't use my voucher, i was replied by such an ill-mannered employee who explicitly said ""your account is suspended. The decision is final."" and then proceeded to tell me tell me I've violated the Terms and Conditions in the same email and finally deciding to end my query, without me being able to ask any further questions or even send a replying email. 
Abruptly ending queries made by customers shows that they have no interest on working on consumer satisfaction, even when it takes as little effort as sending emails. Also, saying ""The decision is final."" is so audacious seeing as i was not even going to negotiate on my account being suspended, because why bother? There are tons of online shopping platforms way better than Shopee. 
Why would consumers ever want to support a platform that only cares about the needs of its advertisers and disregards people who actually ""funds"" their business. I would give zero stars if i could.",Negative
6/8/2019,1,"Stupid Shopee seller.. others beware of this SCAM SHOP on Shopee! Placed order on Monday last week and still have not get item until NOW!

shop/55823468/
Name: Lindagoh123

Fuqn Chinese..",Issabelle Lim,"Stupid Shopee seller.. others beware of this SCAM SHOP on Shopee! Placed order on Monday last week and still have not get item until NOW!

shop/55823468/
Name: Lindagoh123

Fuqn Chinese..",Negative
1/8/2019,1,"Shopee Indonesia unprofessional. I will never use this online shopping anymore. I haven't received my order yet. 
When I contacted the CS, every CS ask the same question..... lol.
They ask me to provide my bank account, I did... but they still asked me. However, there is no solution for my case, and I have not received anything from them.",kawaii Janeeta,"Shopee Indonesia unprofessional. I will never use this online shopping anymore. I haven't received my order yet. 
When I contacted the CS, every CS ask the same question..... lol.
They ask me to provide my bank account, I did... but they still asked me. However, there is no solution for my case, and I have not received anything from them.",Negative
25/7/2019,1,Could you please reduce your unnecessary  ads on YouTube? That would be great. Thank you very much.,Karen Das,Could you please reduce your unnecessary  ads on YouTube? That would be great. Thank you very much.,Negative
17/7/2019,1,"Some month ago i made a account registration at Shopee (takes less than 2 minutes) . I never used it, but suddenly wanted to, hence i tried to make my first shopping. Only to realize that i could not log-in due to (may be) a forgotten password. 

So the website directed me to a reset-password-page and i followed instructions. Only to find out that a sms code that should be send, never arrived.  Tried multiple time, and complained to Shopee. First they send me all kind of totally nonsense emails. Then finally they admitted that they have had IT problems and it should be solved. But it was Never solved, hence i requested my account deleted. 

Now it really started to get crazy. they requested me to make an official letter and send 2 valid ID`s. Things that would take me 1-2 hours to do. It took 2 minutes to open the account, and because they cannot make things work they request people to spend hours for them !!! instead of calling my phone or whatever as they had both email and phone number. 

This is simply the worst internet experience i ever had, and i can not imagine that a company like shopee has any future in business.",Poul Martin Schwarz,"Some month ago i made a account registration at Shopee (takes less than 2 minutes) . I never used it, but suddenly wanted to, hence i tried to make my first shopping. Only to realize that i could not log-in due to (may be) a forgotten password. 

So the website directed me to a reset-password-page and i followed instructions. Only to find out that a sms code that should be send, never arrived.  Tried multiple time, and complained to Shopee. First they send me all kind of totally nonsense emails. Then finally they admitted that they have had IT problems and it should be solved. But it was Never solved, hence i requested my account deleted. 

Now it really started to get crazy. they requested me to make an official letter and send 2 valid ID`s. Things that would take me 1-2 hours to do. It took 2 minutes to open the account, and because they cannot make things work they request people to spend hours for them !!! instead of calling my phone or whatever as they had both email and phone number. 

This is simply the worst internet experience i ever had, and i can not imagine that a company like shopee has any future in business.",Negative
11/7/2019,1,"In total, lost RM 300+ for using shopee. Worst in Malaysia.

 Made lots of purchase througout last 6 months. Afew got minor problem but one of it being seller no stock and refunded, however the money never get returned to my bank (2months+) and sent multiple support request to shopee but to no avail. rm155+ gone. please avoid this like plague. Lazada's refund system gave me far more less headache. (EDIT 11-July 19 still not yet receive this since 22nd April 19) 

Case 2. Just had an arguement with seller where they sent wrong item and missing item to me (RM 150 vs RM 60 item sent) and the seller and shopee forced me to go post office to deliver to them at Friday, Saturday or Sunday (3 days) in which I am busy to do so. They are not willing to send someone to come and collect back their item even though it is their mistake. In the end shopee just kept sending me copy-paste messages at support, and released my money to them. Am currently bringing this case to KPDNKK and hopefully KPDNKK can help resolved this. (Edit 28th August 2019 TTPM criticized shopee on the fund release policy, and ordered the dealer returned me the money, in which the dealer did on the spot)",Jun Yew,"In total, lost RM 300+ for using shopee. Worst in Malaysia.

 Made lots of purchase througout last 6 months. Afew got minor problem but one of it being seller no stock and refunded, however the money never get returned to my bank (2months+) and sent multiple support request to shopee but to no avail. rm155+ gone. please avoid this like plague. Lazada's refund system gave me far more less headache. (EDIT 11-July 19 still not yet receive this since 22nd April 19) 

Case 2. Just had an arguement with seller where they sent wrong item and missing item to me (RM 150 vs RM 60 item sent) and the seller and shopee forced me to go post office to deliver to them at Friday, Saturday or Sunday (3 days) in which I am busy to do so. They are not willing to send someone to come and collect back their item even though it is their mistake. In the end shopee just kept sending me copy-paste messages at support, and released my money to them. Am currently bringing this case to KPDNKK and hopefully KPDNKK can help resolved this. (Edit 28th August 2019 TTPM criticized shopee on the fund release policy, and ordered the dealer returned me the money, in which the dealer did on the spot)",Negative
9/7/2019,1,i think shopee can broke up with pos laju. suck courier services. provide more shipping method. thanks. pos laju just sucks,Francis Chiew,i think shopee can broke up with pos laju. suck courier services. provide more shipping method. thanks. pos laju just sucks,Negative
6/7/2019,1,This website not suitable for Malaysian seller. Mostly cheap item sold by china seller from overseas. They add china seller to sell in Malaysia. The price is to low. Local Malaysia cannot compete with the price.,G Minor,This website not suitable for Malaysian seller. Mostly cheap item sold by china seller from overseas. They add china seller to sell in Malaysia. The price is to low. Local Malaysia cannot compete with the price.,Negative
1/7/2019,1,"Being new to the $1 Lucky Draw promotion, I decided to check with the customer service on how it works. I was told that I would get a $1 refund if I wasn't selected. The staff did not mentioned that the refund was in shopee coins and vouchers that will expire within days.

I had to take the initiative to check with the customer service again only to realised I won't get any cash refund back after spending $4. Emailed shopee, they changed 5 representatives without informing me. All I got was sorry and things along the lines of nothing they can do. No offer to compensate or anything!

When I asked them if there is anything they can do, they told me that's not how it works. Wow, your customer representative miscommunicated and now I don't get my rights as a consumer? This is how it's supposed to work?

Cheated me of $4 in total! Scammers!!",Cresilia Ng,"Being new to the $1 Lucky Draw promotion, I decided to check with the customer service on how it works. I was told that I would get a $1 refund if I wasn't selected. The staff did not mentioned that the refund was in shopee coins and vouchers that will expire within days.

I had to take the initiative to check with the customer service again only to realised I won't get any cash refund back after spending $4. Emailed shopee, they changed 5 representatives without informing me. All I got was sorry and things along the lines of nothing they can do. No offer to compensate or anything!

When I asked them if there is anything they can do, they told me that's not how it works. Wow, your customer representative miscommunicated and now I don't get my rights as a consumer? This is how it's supposed to work?

Cheated me of $4 in total! Scammers!!",Negative
12/6/2019,1,"DON'T BUY FROM SHOPEE UNLESS YOU WANT TO LOOSE YOUR MONEY!!  Shopee is only a middleman between sellers and therefore you at the mercy of scammers with no way to get your money back.  I recently purchased a cell phone that was listed as ""SAMSUNG ORIGINAL"".  When it stopped working less than a week later I took it to a cell technician and was told it was a FAKE.  I complained to Shopee who told me to deal with the seller who basically told me TOO BAD.  There is no way to get your money back from Shopee.  Lazada is great and sends you a prepaid return label.  I will do my shopping now from Lazada",Glenn Gamache,"DON'T BUY FROM SHOPEE UNLESS YOU WANT TO LOOSE YOUR MONEY!!  Shopee is only a middleman between sellers and therefore you at the mercy of scammers with no way to get your money back.  I recently purchased a cell phone that was listed as ""SAMSUNG ORIGINAL"".  When it stopped working less than a week later I took it to a cell technician and was told it was a FAKE.  I complained to Shopee who told me to deal with the seller who basically told me TOO BAD.  There is no way to get your money back from Shopee.  Lazada is great and sends you a prepaid return label.  I will do my shopping now from Lazada",Negative
8/6/2019,1,"Spread the words to as many people as possible - DON'T Shop @ SHOPEE ONLINE!!!!

Please everyone, do every innocent people a justice .... spread the words to across the nation, DON'T BUY @ Shopee, they have the worst customer service! Imagine , how many millions of $$$$, the company is racking from shoppers like us, by giving us a run around, when we ask for a refund, hoping that at the end of the days, we will GIVE UP altogether.

I hope someone will  have a check on this company account, to ensure they are paying their taxes correctly!",lee,"Spread the words to as many people as possible - DON'T Shop @ SHOPEE ONLINE!!!!

Please everyone, do every innocent people a justice .... spread the words to across the nation, DON'T BUY @ Shopee, they have the worst customer service! Imagine , how many millions of $$$$, the company is racking from shoppers like us, by giving us a run around, when we ask for a refund, hoping that at the end of the days, we will GIVE UP altogether.

I hope someone will  have a check on this company account, to ensure they are paying their taxes correctly!",Negative
7/6/2019,1,"To all shopee users out there!
Please be mindful of those people working at shopee in singapore! They limited the accounts for nothing and asked for a photo id to verify if u are the owner.. next whn u fulfill that.. they asked for the photos of the items u received.. then they start asking for your bank account??? Isnt that suppose to be confidental due to the personal protection act??? Why is this person by the name of KELLY keep asking me for that? Shopee is not the cheapest platform u can find online.. u have the most lousy customer service.. u have the slowest refund policy.. you have the most failed dispute team solving dispute.. they are just like a computer bot and they simply wont bother to give you a call to solve the case faster but only by using email and they takes weeks to reply!!!",Rainnie Ong,"To all shopee users out there!
Please be mindful of those people working at shopee in singapore! They limited the accounts for nothing and asked for a photo id to verify if u are the owner.. next whn u fulfill that.. they asked for the photos of the items u received.. then they start asking for your bank account??? Isnt that suppose to be confidental due to the personal protection act??? Why is this person by the name of KELLY keep asking me for that? Shopee is not the cheapest platform u can find online.. u have the most lousy customer service.. u have the slowest refund policy.. you have the most failed dispute team solving dispute.. they are just like a computer bot and they simply wont bother to give you a call to solve the case faster but only by using email and they takes weeks to reply!!!",Negative
7/6/2019,1,Scammer!!!!KARMA!!SOON.,lyrean07,Scammer!!!!KARMA!!SOON.,Negative
6/6/2019,1,Scammer lolz,Alvrick,Scammer lolz,Negative
5/6/2019,1,Captcha is unreadable and is got numpad how to enter alohabets... so stupid,Effendy Ong,Captcha is unreadable and is got numpad how to enter alohabets... so stupid,Negative
30/5/2019,1,"Out of 6 purchases, only 1 is satisfactory, the other 5 always have defects. SHOPEE IS FULL OF sellers that gives you defect items!!!!! BEWARE!!!!",Stuart Chong,"Out of 6 purchases, only 1 is satisfactory, the other 5 always have defects. SHOPEE IS FULL OF sellers that gives you defect items!!!!! BEWARE!!!!",Negative
26/5/2019,1,"The delivery time and service is absolutely terrible.
I had clients waiting for their commissions done and i ordered a stylus from them and its been nearly three Weeks since i ordered them.
Its really frustrating.",Patricia P. Crosrojas,"The delivery time and service is absolutely terrible.
I had clients waiting for their commissions done and i ordered a stylus from them and its been nearly three Weeks since i ordered them.
Its really frustrating.",Negative
26/5/2019,1,They suspended my account when im in the process of ordering something. How rude is that?!ðŸ˜¡,balqis,They suspended my account when im in the process of ordering something. How rude is that?!ðŸ˜¡,Negative
21/5/2019,1,"I recently received a reminder from shopee Philippines that I cannot open the package without paying first. Shopee, I canâ€™t count how many times Iâ€™ve received wrong and used items. If you think you can pushing the burden on customers for your sellerâ€™s incompetence and conman mentality, you can keep your 3rd world app and services.",Rom mel,"I recently received a reminder from shopee Philippines that I cannot open the package without paying first. Shopee, I canâ€™t count how many times Iâ€™ve received wrong and used items. If you think you can pushing the burden on customers for your sellerâ€™s incompetence and conman mentality, you can keep your 3rd world app and services.",Negative
20/5/2019,1,"Beware of Shopee's policies!! They allow their seller to con their buyers. Alot of FAKE products and a lot of CONMAN seller.
And the customer service is incompetent, they don't know what they are doing.. Shame on them!

To date we placed many orders on Shopee and most of them got issue  or problem like fake products, incomplete products, item not match description, faulty product and even the seller trying to cheat us..

Use ANY OTHER ONLINE SHOPPING PLATFORM, not Shopee! (and Taobao)",Edric Han,"Beware of Shopee's policies!! They allow their seller to con their buyers. Alot of FAKE products and a lot of CONMAN seller.
And the customer service is incompetent, they don't know what they are doing.. Shame on them!

To date we placed many orders on Shopee and most of them got issue  or problem like fake products, incomplete products, item not match description, faulty product and even the seller trying to cheat us..

Use ANY OTHER ONLINE SHOPPING PLATFORM, not Shopee! (and Taobao)",Negative
18/5/2019,1,I just want to pay them with credit card. That's not an option . Talk about backwards,Luke Gane,I just want to pay them with credit card. That's not an option . Talk about backwards,Negative
15/5/2019,1,"I HAVE REFUND ITEM, COZ I PAID FOR 2 ITEM, BUT I GOT RECEIVED 1 PAIR OF SHOES ONLY!! AND THE SELLER IS (WHITESHOES! DONT BUY THEM) HE IS REALLY SCAMMER AND THEN UNTIL I REFUND, EMAIL EMAIL EMAIL SO MAY REASON!! AND SO MANY INVESTIGATION ITS LIKE THEYRE TOLERATE THE SELLER!! THEY WANT ME TO RETURN THE ITEM WITH IN 2 DAYS?!!! FCK GUYS, WITHOUT EVEN NAME, ADDRESS OR NUMBER??? ARE YOU GUYS KIDDING ME?? IM REALLY DISSAPOINTED WITH THE SERVICE, NO FAST ACTION!! UNTIL NOW, I DONT RECEIVED THE MONEY!!!! I WANT MY MONEY BACK SHOPPEEE!!!!!!!!!!!!! I WONT ORDER AGAIN, AND FOR NOW ON I WONT TRUST SHOPPEE EVER!!!!",Ry Flores,"I HAVE REFUND ITEM, COZ I PAID FOR 2 ITEM, BUT I GOT RECEIVED 1 PAIR OF SHOES ONLY!! AND THE SELLER IS (WHITESHOES! DONT BUY THEM) HE IS REALLY SCAMMER AND THEN UNTIL I REFUND, EMAIL EMAIL EMAIL SO MAY REASON!! AND SO MANY INVESTIGATION ITS LIKE THEYRE TOLERATE THE SELLER!! THEY WANT ME TO RETURN THE ITEM WITH IN 2 DAYS?!!! FCK GUYS, WITHOUT EVEN NAME, ADDRESS OR NUMBER??? ARE YOU GUYS KIDDING ME?? IM REALLY DISSAPOINTED WITH THE SERVICE, NO FAST ACTION!! UNTIL NOW, I DONT RECEIVED THE MONEY!!!! I WANT MY MONEY BACK SHOPPEEE!!!!!!!!!!!!! I WONT ORDER AGAIN, AND FOR NOW ON I WONT TRUST SHOPPEE EVER!!!!",Negative
14/5/2019,1,Their customer service is RUDE. I once had a problem with my delivery since itâ€™s already 2 days overdue. I went to shopee chat now and tried to do a follow up. A person named Grace A attended to my concern. Making me wait for 10min without notice. Ignoring my questions and throwing me back different ones to end the conversation. This is my WORST encounter on online shopping EVER.,Baba Yaga,Their customer service is RUDE. I once had a problem with my delivery since itâ€™s already 2 days overdue. I went to shopee chat now and tried to do a follow up. A person named Grace A attended to my concern. Making me wait for 10min without notice. Ignoring my questions and throwing me back different ones to end the conversation. This is my WORST encounter on online shopping EVER.,Negative
11/5/2019,1,":[Black Arrow Express] Re: Delivery - 19043017462PAX72
î¥†
This message was sent with High importance.
Gustav-Adolf Schildt
Sat 11/05/2019 12:12 PM
Not a good morning Shopee, I have waited yesterday all day and not leaving the house. I left the light on from 1800 to 2100 Hrs at my expense.

Please do read and accept my criticism. I do know Filipino are super ""Makahiya"" if someone, especially Foreigners criticize their business and dealings. Also, do not give me the STANDARD speech I am sorry etc,etc.

If you peruse my address on my order you could see and I copy for your  convenience: 
  
Delivery Address
Gustav-Adolf Schildt

639088845710
9007 Simion Vida Road back of Elementary School road, Panungyan I, Mendez, South Luzon, Cavite, 41210

my phone number
the Landmark ELEMENTARY SCHOOL
I do live 31 seconds away from the Barangay Hall/Office
It was a Friday, a working day and the office was manned.
it says back of Elementary School road.
I have a house number
I did order a few times before and those riders had no problems. May be you are feeding me BS as an excuse?
what is wrong your Black Arrow ""Rider"" uses his cellphone?
you took probably more time to invent the ""catchy"" name Black Arrow than hiring riders who are APPARENTLY unable to to see and/or communicate with their mouth.
Did you hire a MUTE or a BLIND person?
I am reading your highly suggestion. You can guess the answer
You did damage my believe in you and the poor vendor is at loss of income and wait for it: his valuable time.
I do know you do not care about those vendors. They have to ""cough"" up their 15 K fee and commission and that's what  keeps you going.
Result of my findings: Incompetent, inept, unskillful, unskilled, inexpert, amateurish, unprofessional, lacking ability, bungling, blundering, clumsy, unproficient, inadequate, substandard, inferior, ineffective, deficient, inefficient, ineffectual, no good, not good enough, wanting, lacking, leaving much to be desired; there is much more on GOOGLE....
walang kakayahan",Jose Velarde,":[Black Arrow Express] Re: Delivery - 19043017462PAX72
î¥†
This message was sent with High importance.
Gustav-Adolf Schildt
Sat 11/05/2019 12:12 PM
Not a good morning Shopee, I have waited yesterday all day and not leaving the house. I left the light on from 1800 to 2100 Hrs at my expense.

Please do read and accept my criticism. I do know Filipino are super ""Makahiya"" if someone, especially Foreigners criticize their business and dealings. Also, do not give me the STANDARD speech I am sorry etc,etc.

If you peruse my address on my order you could see and I copy for your  convenience: 
  
Delivery Address
Gustav-Adolf Schildt

639088845710
9007 Simion Vida Road back of Elementary School road, Panungyan I, Mendez, South Luzon, Cavite, 41210

my phone number
the Landmark ELEMENTARY SCHOOL
I do live 31 seconds away from the Barangay Hall/Office
It was a Friday, a working day and the office was manned.
it says back of Elementary School road.
I have a house number
I did order a few times before and those riders had no problems. May be you are feeding me BS as an excuse?
what is wrong your Black Arrow ""Rider"" uses his cellphone?
you took probably more time to invent the ""catchy"" name Black Arrow than hiring riders who are APPARENTLY unable to to see and/or communicate with their mouth.
Did you hire a MUTE or a BLIND person?
I am reading your highly suggestion. You can guess the answer
You did damage my believe in you and the poor vendor is at loss of income and wait for it: his valuable time.
I do know you do not care about those vendors. They have to ""cough"" up their 15 K fee and commission and that's what  keeps you going.
Result of my findings: Incompetent, inept, unskillful, unskilled, inexpert, amateurish, unprofessional, lacking ability, bungling, blundering, clumsy, unproficient, inadequate, substandard, inferior, ineffective, deficient, inefficient, ineffectual, no good, not good enough, wanting, lacking, leaving much to be desired; there is much more on GOOGLE....
walang kakayahan",Negative
9/5/2019,1,Itâ€™s nothing but fraud and full of deceit,Nuruddeen Muhammad Koko,Itâ€™s nothing but fraud and full of deceit,Negative
7/5/2019,1,"One of the lousiest ecommerce platform in SINGAPORE to shop at. I'm eligible for the promo codes for new timer and obviously I have never purchase anything from them before. I have fulfilled all the requirements. When I wanted to purchase an item and the promo code couldn't get though, I emailed to check and their answer to this was... I'm misusing the promo codes and the management decided I'm not eligible! Wow. Selective treatment for certain consumers much? Lazada and qoo10 works way better than Shopee.",YH,"One of the lousiest ecommerce platform in SINGAPORE to shop at. I'm eligible for the promo codes for new timer and obviously I have never purchase anything from them before. I have fulfilled all the requirements. When I wanted to purchase an item and the promo code couldn't get though, I emailed to check and their answer to this was... I'm misusing the promo codes and the management decided I'm not eligible! Wow. Selective treatment for certain consumers much? Lazada and qoo10 works way better than Shopee.",Negative
7/5/2019,1,I suggest that you shoukd have a specific day and time of delivery. Because customer can not wait at home the whole week for the oder. We need to work and we have lot of thins to attend to. You shoul be sensitive about the cuatomers time if you are running this kind of business. And your delivery take so long even the product is coming with in the area.,Willie Montes Poblacion Jr.,I suggest that you shoukd have a specific day and time of delivery. Because customer can not wait at home the whole week for the oder. We need to work and we have lot of thins to attend to. You shoul be sensitive about the cuatomers time if you are running this kind of business. And your delivery take so long even the product is coming with in the area.,Negative
20/4/2019,1,"Absolutely terrible. Too complicated payment process, very difficult to understand. It has taken me 2 hours just to try order one product. I have had to redo it multiple times and still cannot order the product. I have entered my credit card number, have gotten everything done except the confirm button does not work. It tells me to verify my phone number, but once I do so, saysI have already verify. AND I CANNOT SKIP. THERE IS NO OPTION. Everyone in my family has had this problem and decided to use other online websites instead. It is a pain.",natcha,"Absolutely terrible. Too complicated payment process, very difficult to understand. It has taken me 2 hours just to try order one product. I have had to redo it multiple times and still cannot order the product. I have entered my credit card number, have gotten everything done except the confirm button does not work. It tells me to verify my phone number, but once I do so, saysI have already verify. AND I CANNOT SKIP. THERE IS NO OPTION. Everyone in my family has had this problem and decided to use other online websites instead. It is a pain.",Negative
9/4/2019,1,I recently purchased a bluetooth earphones from @beyongstore.sg and the product spoiled only after like 2 weeks of purchase. They promised to give one year of warranty and so I requested for exchange but they have been ignoring my messages. Really disapppinted by their service and the rating function has also been disabled :(( Don't ever buy from @beyondstore.sg!! Shopee please enable the review fuction:(,ë­ì‹œê¸°,I recently purchased a bluetooth earphones from @beyongstore.sg and the product spoiled only after like 2 weeks of purchase. They promised to give one year of warranty and so I requested for exchange but they have been ignoring my messages. Really disapppinted by their service and the rating function has also been disabled :(( Don't ever buy from @beyondstore.sg!! Shopee please enable the review fuction:(,Negative
28/3/2019,1,Shopee return sucks. I received my order but it was not matched to my unit. I tried to return/refund the item  but the seller disputed my claim. Dispute group of Shopee sucks. They favored the seller eventhough my claim is valid. I will never order with shopee anymore.,enertia tan,Shopee return sucks. I received my order but it was not matched to my unit. I tried to return/refund the item  but the seller disputed my claim. Dispute group of Shopee sucks. They favored the seller eventhough my claim is valid. I will never order with shopee anymore.,Negative
27/3/2019,1,"I have never experienced a service where NOTHING works.  This is the lowest quality company I have ever experienced.  I canâ€™t order.  I canâ€™t download the app.  I canâ€™t chat.  I canâ€™t write an email to them.  I finally, accidententally, ordered an item.  No confirmation webpage, no confirmation email, no tracking, nothing.  I had no idea I accidentally ordered the item, it just showed up at my door.  Of course, they wouldnâ€™t take it back.  Customer service is friendly, but worthless to help.  Awful.  Awful.  Iâ€™m angry to have wasted three hours of my life trying to order from them. I beg you, use Lazada or others.  Do not give your pesos to this terrible company.  Zero Stars.

Just a note.  Though my address above says â€œUSAâ€, I am a resident of the Philippines.  Yes, we tried Filipino iPads to use their service.  Neither worked.",Spencer Day,"I have never experienced a service where NOTHING works.  This is the lowest quality company I have ever experienced.  I canâ€™t order.  I canâ€™t download the app.  I canâ€™t chat.  I canâ€™t write an email to them.  I finally, accidententally, ordered an item.  No confirmation webpage, no confirmation email, no tracking, nothing.  I had no idea I accidentally ordered the item, it just showed up at my door.  Of course, they wouldnâ€™t take it back.  Customer service is friendly, but worthless to help.  Awful.  Awful.  Iâ€™m angry to have wasted three hours of my life trying to order from them. I beg you, use Lazada or others.  Do not give your pesos to this terrible company.  Zero Stars.

Just a note.  Though my address above says â€œUSAâ€, I am a resident of the Philippines.  Yes, we tried Filipino iPads to use their service.  Neither worked.",Negative
22/3/2019,1,How has facebook allowed them to keep selling with all these complaints. They are an awful company and do not respond ever. I have been trying to fix something for 3 months. I would rate them lower but they don't offer anything lower.,Carla Guertin,How has facebook allowed them to keep selling with all these complaints. They are an awful company and do not respond ever. I have been trying to fix something for 3 months. I would rate them lower but they don't offer anything lower.,Negative
21/3/2019,1,"worst on earth and worst sellers
They do not listen or answer, 
oneday their mailbox got full for weeks, and I was unable to reply regarding a complain and that made me lose money",Amr Salah,"worst on earth and worst sellers
They do not listen or answer, 
oneday their mailbox got full for weeks, and I was unable to reply regarding a complain and that made me lose money",Negative
20/2/2019,1,"i order 3 cellphone case, but i received 2pcs only... still they charge me for 3pcs value..even in small amounts they scam people .",John Moses Maravilla,"i order 3 cellphone case, but i received 2pcs only... still they charge me for 3pcs value..even in small amounts they scam people .",Negative
12/2/2019,1,"I am sorry that I can't rate less than 1 star, this is the WORST online shop, I ever experiment.
It was slow ( 3 weeks to ship my order ).
My first order, a few months ago was already slow, but I wanted to try again.
They have a very unprofessional and not helpful customer service, I didn't received half of my order, they totally don't care, because I paid for the total. 
I didn't know you can't confirm the receipt of a product only, on an order, so I paid for the total, and... they told me that they can't do anything for me. 
I never received the rest of my order, and I know it will never arrive... so, NEVER AGAIN !
Back to Lazada.",Alain Corlay,"I am sorry that I can't rate less than 1 star, this is the WORST online shop, I ever experiment.
It was slow ( 3 weeks to ship my order ).
My first order, a few months ago was already slow, but I wanted to try again.
They have a very unprofessional and not helpful customer service, I didn't received half of my order, they totally don't care, because I paid for the total. 
I didn't know you can't confirm the receipt of a product only, on an order, so I paid for the total, and... they told me that they can't do anything for me. 
I never received the rest of my order, and I know it will never arrive... so, NEVER AGAIN !
Back to Lazada.",Negative
8/2/2019,1,"Actually I dont want to give any stars to Shopee especially when they have a very rude, unprofessional and not helpful customer service! They have a very difficulty to understand when customers complaining and this is the second time your customer service failed to understand better in each complaints. Indeed, they failed to elaborate correctly upon customers complaints when they'd been asked to explain. As an merchandiser, I felt a terribly annoyed with their agent named Sivadarshini! She failed to elaborate my complaint correctly and rudely closing my case without my acknowledgement. Since Shopee is now chargeable for each of my transactions and you are not deserved to get pay from my money with this kind of service! 

Indeed, Shopee is kind of liar when you promoting free postage to buyers but you actually a big liar! It's only applicable based on terms and conditions.",Cookies,"Actually I dont want to give any stars to Shopee especially when they have a very rude, unprofessional and not helpful customer service! They have a very difficulty to understand when customers complaining and this is the second time your customer service failed to understand better in each complaints. Indeed, they failed to elaborate correctly upon customers complaints when they'd been asked to explain. As an merchandiser, I felt a terribly annoyed with their agent named Sivadarshini! She failed to elaborate my complaint correctly and rudely closing my case without my acknowledgement. Since Shopee is now chargeable for each of my transactions and you are not deserved to get pay from my money with this kind of service! 

Indeed, Shopee is kind of liar when you promoting free postage to buyers but you actually a big liar! It's only applicable based on terms and conditions.",Negative
8/2/2019,1,"Worst online shop with fake advertisement!!! Be careful!! 
They always big advertising FREE SHIPPING!! But its a total lie!!
Wanted to buy 2 folding chairs. Shipping costs were 780 pesos. So I used there FREE SHIPPING VOUCHER! BUT INSTEAD OF  F R E E SHIPPING ONLY 80PESOS WERE REMOVED!! So the still wanted 700pesos for shipping!!

BUT EVERYWHERE THE BIG ADVERTISE FROM SHOPEE :"" FREE SHIPPING"" which is a total lie!!
Better stay to AMAZON!!!",Daniela & Markus,"Worst online shop with fake advertisement!!! Be careful!! 
They always big advertising FREE SHIPPING!! But its a total lie!!
Wanted to buy 2 folding chairs. Shipping costs were 780 pesos. So I used there FREE SHIPPING VOUCHER! BUT INSTEAD OF  F R E E SHIPPING ONLY 80PESOS WERE REMOVED!! So the still wanted 700pesos for shipping!!

BUT EVERYWHERE THE BIG ADVERTISE FROM SHOPEE :"" FREE SHIPPING"" which is a total lie!!
Better stay to AMAZON!!!",Negative
5/2/2019,1,"Stupid customer service personnel. Everyday they hand my problem to
A new person and Everyday Iâ€™ve to repeat my problems. This went on for 1 month without coming to any solution.",Suraj Singh Bisht,"Stupid customer service personnel. Everyday they hand my problem to
A new person and Everyday Iâ€™ve to repeat my problems. This went on for 1 month without coming to any solution.",Negative
